url,title,description,date
https://www.bloomberg.com/news/articles/2025-07-16/momentum-builds-in-eu-to-use-its-most-powerful-trade-tool-on-us?srnd=homepage-asia,France Adds Support for Using Most-Potent Trade Tool on US - Bloomberg,A growing number of European Union member states want the bloc to activate its most powerful trade tool against the US should the two sides fail to reach an acceptable agreement by Aug. 1 and Donald Trump carries out his threat of 30% tariffs on the US’s largest trading partner.,"July 16, 2025 at 5:40 AM EDT"
https://www.bloomberg.com/news/articles/2025-07-16/australia-eyes-cash-distribution-reform-as-online-payments-boom?srnd=homepage-asia,Australia Eyes Cash Distribution Reform as Online Payments Boom - Bloomberg,Australian regulators will look into a potential framework for the distribution of physical money across the country as increasing use of online and card payments add to complexities of keeping cash in circulation.,"July 16, 2025 at 12:17 AM EDT"
https://www.bloomberg.com/news/newsletters/2025-07-16/trump-targets-nasa-space-junk-tracking-service-that-he-started?srnd=homepage-asia,Trump Targets NASA Space Junk Tracking Service That He Started - Bloomberg,"Hello, this is Melos Ambaye in New York. During his first term, President Donald Trump started a space traffic safety program to keep track of objects in orbit, including space junk. Now, at a time when the risks from collisions with space debris are growing, he’s trying to cut it. But first ...","July 16, 2025 at 10:06 AM EDT"
https://www.bloomberg.com/news/articles/2025-07-16/trump-says-he-ll-send-tariff-letters-to-more-than-150-countries,Trump Says He’ll Send Tariff Letters to More Than 150 Countries - Bloomberg,President Donald Trump said he would send letters to more than 150 countries notifying them of tariff rates as he pushes ahead with a trade agenda that has sent US partners racing to avoid higher import taxes.,"July 16, 2025 at 12:19 PM EDT"
https://www.bloomberg.com/opinion/articles/2025-07-15/digital-dollars-will-pay-interest-by-the-back-door?srnd=homepage-asia,Digital Dollars Will Pay Interest — By the Back Door - Bloomberg,"Stablecoins won’t be allowed to offer returns, so their users will earn yields via tokenized money-market funds.","July 15, 2025 at 3:00 PM EDT"
https://www.bloomberg.com/news/articles/2025-07-16/nba-to-explore-expansion-for-first-time-in-20-years?srnd=homepage-asia,"NBA Eyes First Expansion in 20 Years; Las Vegas, Seattle Favored - Bloomberg",The NBA has officially begun the process to expand for the first time in more than two decades.,"July 16, 2025 at 1:01 AM EDT"
https://www.bloomberg.com/news/articles/2025-07-16/brazil-seeks-to-calm-fears-it-will-run-out-of-beds-for-cop30?srnd=homepage-asia,Brazil Seeks to Calm Fears It Will Run Out of Beds for COP30 - Bloomberg,"With less than four months to go until the COP30 climate summit in the Amazon city of Belém, Brazil’s government is trying to reassure those planning to attend that there’ll be enough places to sleep.","July 16, 2025 at 1:00 PM EDT"
https://www.bloomberg.com/news/articles/2025-07-15/white-house-readies-order-to-bring-private-equity-to-401-k-s?srnd=homepage-asia,White House Readies Order to Bring Private Equity to 401(k)s - Bloomberg,"The Trump administration is finalizing an executive order that would pave the way for 401(k) retirement savings plans to invest in private equity, according to people familiar with the matter.","July 15, 2025 at 6:33 PM EDT"
https://www.bloomberg.com/news/audio/2025-07-14/rohit-chopra-on-why-banks-are-turning-themselves-into-super-apps-odd-lots?srnd=homepage-asia,Odd Lots: Why US Banks Are Trying to Turn Themselves Into Super Apps - Bloomberg,Understand every aspect of the global economy – and know how to make your next move.,N/A
https://www.bloomberg.com/news/features/2025-06-12/hong-kong-builds-new-tech-hub-on-mainland-china-border-northern-metropolis?srnd=homepage-asia,Hong Kong Builds New Tech Hub on Mainland China Border: Northern Metropolis - Bloomberg,"Northern Metropolis could align the city even more with the mainland, at a time when its finance and property sectors are faltering.","June 12, 2025 at 6:00 PM EDT"
https://www.bloomberg.com/news/newsletters/2025-07-16/southeast-asia-s-biggest-economy-becomes-a-global-dealmaker?srnd=homepage-asia,Southeast Asia’s Biggest Economy Becomes a Global Dealmaker - Bloomberg,"I’m Chris Anstey, an economics editor in Boston. Today we’re looking at international deal-making by Southeast Asia’s biggest economy. Send us feedback and tips to ecodaily@bloomberg.net. And if you aren’t yet signed up to receive this newsletter, you can do so here.","July 16, 2025 at 7:00 AM EDT"
https://www.bloomberg.com/news/features/2025-06-17/mark-cuban-s-health-care-startup-could-set-up-2028-presidential-run?srnd=homepage-asia,Mark Cuban’s Health-Care Startup Could Set Up 2028 Presidential Run - Bloomberg,"He’s a sports mogul, small-business influencer, media personality, health-care disruptor—and the ultimate Trump foil.","June 17, 2025 at 5:00 AM EDT"
https://www.bloomberg.com/news/features/2025-06-24/gap-ceo-s-turnaround-plan-was-working-until-trump-s-tariffs-derailed-it?srnd=homepage-asia,Gap CEO’s Turnaround Plan Was Working Until Trump’s Tariffs Derailed It - Bloomberg,The iconic ’90s retailer was on the precipice of death for years. Richard Dickson finally had momentum for a comeback—then came Trump.,"June 24, 2025 at 5:00 AM EDT"
https://www.bloomberg.com/news/articles/2025-07-16/trump-now-says-firing-powell-unlikely-whipsawing-markets?srnd=homepage-asia,Trump Denies Plan to Ax Powell After Floating Idea to Lawmakers - Bloomberg,"President Donald Trump denied he is seeking to remove Federal Reserve Chair Jerome Powell, after raising the idea in a closed-door meeting with congressional Republicans that leaked to the media.","July 16, 2025 at 12:18 PM EDT"
https://www.bloomberg.com/news/videos/2025-06-25/principles-with-bill-belichick-and-ray-dalio-video?srnd=homepage-asia,Watch Principles of Success With Bill Belichick and Ray Dalio - Bloomberg,"Alex Rodriguez and Jason Kelly sit for a special conversation with two titans, football coach Bill Belichick and Bridgewater founder Ray Dalio, to learn their guiding principles for success. (Source: Bloomberg)","June 25th, 2025, 10:00 PM GMT+0000"
https://www.bloomberg.com/news/articles/2025-07-16/trump-softens-tone-on-china-to-secure-xi-summit-and-a-trade-deal?srnd=homepage-asia,"Trump Softens Tone on China to Secure Xi Summit, Trade Deal - Bloomberg","President Donald Trump has dialed down his confrontational tone with China in an effort to secure a summit with counterpart Xi Jinping and a trade deal with the world’s second-largest economy, people familiar with internal deliberations said.","July 16, 2025 at 10:33 AM EDT"
https://www.bloomberg.com/account/newsletters/sports?srnd=homepage-asia,Business of Sports,"Delivering the context you need on the collision of power, money and sports, from the latest deals to the newest stakeholders.","July 10, 2025"
https://www.bloomberg.com/news/articles/2025-07-16/japan-inc-takes-global-bond-market-by-storm-with-record-sales?srnd=homepage-asia,Japan Inc. Takes Global Credit by Storm With Record Sales - Bloomberg,Debt bankers and investors are bracing for what is shaping up to be the next big trend in the global credit market: Japan Inc. raising billions abroad.,"July 16, 2025 at 6:43 AM EDT"
https://www.bloomberg.com/news/articles/2025-07-16/how-9-bosses-optimize-their-sleep-routine-for-a-good-night-s-rest?srnd=homepage-asia,"How Uber, Carlsberg, Impossible Foods Bosses Optimize Their Sleep Routine - Bloomberg",Nine CEOs and founders on their nighttime nonnegotiables.,"July 16, 2025 at 5:00 AM EDT"
https://www.bloomberg.com/news/articles/2025-07-16/haagen-dazs-maker-prices-debt-for-4-4-billion-payout-to-owners?srnd=homepage-asia,Häagen-Dazs Maker Prices Debt for €4.4 Billion Payout to Owners - Bloomberg,"Froneri International Ltd., the maker of Häagen-Dazs ice cream, is wrapping up commitments for a debt deal to help fund one of the largest shareholder payouts on record, as its private equity co-owner looks to keep its stake in the company for longer.","July 16, 2025 at 1:24 PM EDT"
https://www.bloomberg.com/news/audio/2025-07-16/zero-trump-s-big-beautiful-bill-is-a-big-climate-mess-podcast?srnd=homepage-asia,Zero: Trump’s Big Beautiful Bill is a Big Climate Mess - Bloomberg,Understand every aspect of the global economy – and know how to make your next move.,N/A
https://www.bloomberg.com/news/features/2025-06-09/trump-tower-belgrade-sparks-serbia-backlash-corruption-probe-kushner-deal?srnd=homepage-asia,"Trump Tower Belgrade Sparks Serbia Backlash, Corruption Probe: Kushner Deal - Bloomberg",A luxe hotel and apartments would go on the site of a defense ministry bombed by US-led NATO forces in 1999. A former government official was accused of forging paperwork to clear the way for the project.,"June 9, 2025 at 2:19 PM EDT"
https://www.bloomberg.com/news/articles/2025-07-15/birthright-citizenship-the-legal-fight-over-trump-s-order-explained?srnd=homepage-asia,"Birthright Citizenship: The Legal Fight Over Trump’s Order, Explained - Bloomberg","President Donald Trump is fighting to end automatic citizenship for children born to parents who are in the country unlawfully or on temporary visas, part of his broader crackdown on undocumented immigrants and a change that could overturn more than a century of legal precedent.","July 15, 2025 at 12:14 PM EDT"
https://www.bloomberg.com/news/articles/2025-07-16/pnc-considers-charging-fintechs-for-access-to-customer-data?srnd=homepage-asia,PNC Considers Charging Fintechs for Access to Customer Data - Bloomberg,"PNC Financial Services Group Inc. is considering charging financial-technology companies for access to valuable customer data, following the lead of JPMorgan Chase &amp; Co., Chief Executive Officer Bill Demchak said.","July 16, 2025 at 11:26 AM EDT"
